district,state,month,normal_temp_c,normal_rainfall_mm,normal_humidity_pct
Jamnagar,Gujarat,9,29,100,72
Jamnagar,Gujarat,10,28,20,58
Jamnagar,Gujarat,11,24,5,52
Jamnagar,Gujarat,12,20,2,56
Junagadh,Gujarat,1,20,5,58
Junagadh,Gujarat,2,22,2,52
Junagadh,Gujarat,3,26,2,48
Junagadh,Gujarat,4,30,2,42
Junagadh,Gujarat,5,33,5,42
Junagadh,Gujarat,6,33,80,65
Junagadh,Gujarat,7,30,200,78
Junagadh,Gujarat,8,29,180,78
Junagadh,Gujarat,9,29,100,72
Junagadh,Gujarat,10,28,20,58
Junagadh,Gujarat,11,24,5,52
Junagadh,Gujarat,12,20,2,56
Kachchh,Gujarat,1,20,5,58
Kachchh,Gujarat,2,22,2,52
Kachchh,Gujarat,3,26,2,48
Kachchh,Gujarat,4,30,2,42
Kachchh,Gujarat,5,33,5,42
Kachchh,Gujarat,6,33,80,65
Kachchh,Gujarat,7,30,200,78
Kachchh,Gujarat,8,29,180,78
Kachchh,Gujarat,9,29,100,72
Kachchh,Gujarat,10,28,20,58
Kachchh,Gujarat,11,24,5,52
Kachchh,Gujarat,12,20,2,56
Kheda,Gujarat,1,20,5,58
Kheda,Gujarat,2,22,2,52
Kheda,Gujarat,3,26,2,48
Kheda,Gujarat,4,30,2,42
Kheda,Gujarat,5,33,5,42
Kheda,Gujarat,6,33,80,65
Kheda,Gujarat,7,30,200,78
Kheda,Gujarat,8,29,180,78
Kheda,Gujarat,9,29,100,72
Kheda,Gujarat,10,28,20,58
Kheda,Gujarat,11,24,5,52
Kheda,Gujarat,12,20,2,56
Mahesana,Gujarat,1,20,5,58
Mahesana,Gujarat,2,22,2,52
Mahesana,Gujarat,3,26,2,48
Mahesana,Gujarat,4,30,2,42
Mahesana,Gujarat,5,33,5,42
Mahesana,Gujarat,6,33,80,65
Mahesana,Gujarat,7,30,200,78
Mahesana,Gujarat,8,29,180,78
Mahesana,Gujarat,9,29,100,72
Mahesana,Gujarat,10,28,20,58
Mahesana,Gujarat,11,24,5,52
Mahesana,Gujarat,12,20,2,56
Narmada,Gujarat,1,20,5,58
Narmada,Gujarat,2,22,2,52
Narmada,Gujarat,3,26,2,48
Narmada,Gujarat,4,30,2,42
Narmada,Gujarat,5,33,5,42
Narmada,Gujarat,6,33,80,65
Narmada,Gujarat,7,30,200,78
Narmada,Gujarat,8,29,180,78
Narmada,Gujarat,9,29,100,72
Narmada,Gujarat,10,28,20,58
Narmada,Gujarat,11,24,5,52
Narmada,Gujarat,12,20,2,56
Navsari,Gujarat,1,20,5,58
Navsari,Gujarat,2,22,2,52
Navsari,Gujarat,3,26,2,48
Navsari,Gujarat,4,30,2,42
Navsari,Gujarat,5,33,5,42
Navsari,Gujarat,6,33,80,65
Navsari,Gujarat,7,30,200,78
Navsari,Gujarat,8,29,180,78
Navsari,Gujarat,9,29,100,72
Navsari,Gujarat,10,28,20,58
Navsari,Gujarat,11,24,5,52
Navsari,Gujarat,12,20,2,56
Panch Mahals,Gujarat,1,20,5,58
Panch Mahals,Gujarat,2,22,2,52
Panch Mahals,Gujarat,3,26,2,48
Panch Mahals,Gujarat,4,30,2,42
Panch Mahals,Gujarat,5,33,5,42
Panch Mahals,Gujarat,6,33,80,65
Panch Mahals,Gujarat,7,30,200,78
Panch Mahals,Gujarat,8,29,180,78
Panch Mahals,Gujarat,9,29,100,72
Panch Mahals,Gujarat,10,28,20,58
Panch Mahals,Gujarat,11,24,5,52
Panch Mahals,Gujarat,12,20,2,56
Patan,Gujarat,1,20,5,58
Patan,Gujarat,2,22,2,52
Patan,Gujarat,3,26,2,48
Patan,Gujarat,4,30,2,42
Patan,Gujarat,5,33,5,42
Patan,Gujarat,6,33,80,65
Patan,Gujarat,7,30,200,78
Patan,Gujarat,8,29,180,78
Patan,Gujarat,9,29,100,72
Patan,Gujarat,10,28,20,58
Patan,Gujarat,11,24,5,52
Patan,Gujarat,12,20,2,56
Porbandar,Gujarat,1,20,5,58
Porbandar,Gujarat,2,22,2,52
Porbandar,Gujarat,3,26,2,48
Porbandar,Gujarat,4,30,2,42
Porbandar,Gujarat,5,33,5,42
Porbandar,Gujarat,6,33,80,65
Porbandar,Gujarat,7,30,200,78
Porbandar,Gujarat,8,29,180,78
Porbandar,Gujarat,9,29,100,72
Porbandar,Gujarat,10,28,20,58
Porbandar,Gujarat,11,24,5,52
Porbandar,Gujarat,12,20,2,56
Rajkot,Gujarat,1,20,5,58
Rajkot,Gujarat,2,22,2,52
Rajkot,Gujarat,3,26,2,48
Rajkot,Gujarat,4,30,2,42
Rajkot,Gujarat,5,33,5,42
Rajkot,Gujarat,6,33,80,65
Rajkot,Gujarat,7,30,200,78
Rajkot,Gujarat,8,29,180,78
Rajkot,Gujarat,9,29,100,72
Rajkot,Gujarat,10,28,20,58
Rajkot,Gujarat,11,24,5,52
Rajkot,Gujarat,12,20,2,56
Sabar Kantha,Gujarat,1,20,5,58
Sabar Kantha,Gujarat,2,22,2,52
Sabar Kantha,Gujarat,3,26,2,48
Sabar Kantha,Gujarat,4,30,2,42
Sabar Kantha,Gujarat,5,33,5,42
Sabar Kantha,Gujarat,6,33,80,65
Sabar Kantha,Gujarat,7,30,200,78
Sabar Kantha,Gujarat,8,29,180,78
Sabar Kantha,Gujarat,9,29,100,72
Sabar Kantha,Gujarat,10,28,20,58
Sabar Kantha,Gujarat,11,24,5,52
Sabar Kantha,Gujarat,12,20,2,56
Surat,Gujarat,1,20,5,58
Surat,Gujarat,2,22,2,52
Surat,Gujarat,3,26,2,48
Surat,Gujarat,4,30,2,42
Surat,Gujarat,5,33,5,42
Surat,Gujarat,6,33,80,65
Surat,Gujarat,7,30,200,78
Surat,Gujarat,8,29,180,78
Surat,Gujarat,9,29,100,72
Surat,Gujarat,10,28,20,58
Surat,Gujarat,11,24,5,52
Surat,Gujarat,12,20,2,56
Surendranagar,Gujarat,1,20,5,58
Surendranagar,Gujarat,2,22,2,52
Surendranagar,Gujarat,3,26,2,48
Surendranagar,Gujarat,4,30,2,42
Surendranagar,Gujarat,5,33,5,42
Surendranagar,Gujarat,6,33,80,65
Surendranagar,Gujarat,7,30,200,78
Surendranagar,Gujarat,8,29,180,78
Surendranagar,Gujarat,9,29,100,72
Surendranagar,Gujarat,10,28,20,58
Surendranagar,Gujarat,11,24,5,52
Surendranagar,Gujarat,12,20,2,56
The Dangs,Gujarat,1,20,5,58
The Dangs,Gujarat,2,22,2,52
The Dangs,Gujarat,3,26,2,48
The Dangs,Gujarat,4,30,2,42
The Dangs,Gujarat,5,33,5,42
The Dangs,Gujarat,6,33,80,65
The Dangs,Gujarat,7,30,200,78
The Dangs,Gujarat,8,29,180,78
The Dangs,Gujarat,9,29,100,72
The Dangs,Gujarat,10,28,20,58
The Dangs,Gujarat,11,24,5,52
The Dangs,Gujarat,12,20,2,56
Vadodara,Gujarat,1,20,5,58
Vadodara,Gujarat,2,22,2,52
Vadodara,Gujarat,3,26,2,48
Vadodara,Gujarat,4,30,2,42
Vadodara,Gujarat,5,33,5,42
Vadodara,Gujarat,6,33,80,65
Vadodara,Gujarat,7,30,200,78
Vadodara,Gujarat,8,29,180,78
Vadodara,Gujarat,9,29,100,72
Vadodara,Gujarat,10,28,20,58
Vadodara,Gujarat,11,24,5,52
Vadodara,Gujarat,12,20,2,56
Valsad,Gujarat,1,20,5,58
Valsad,Gujarat,2,22,2,52
Valsad,Gujarat,3,26,2,48
Valsad,Gujarat,4,30,2,42
Valsad,Gujarat,5,33,5,42
Valsad,Gujarat,6,33,80,65
Valsad,Gujarat,7,30,200,78
Valsad,Gujarat,8,29,180,78
Valsad,Gujarat,9,29,100,72
Valsad,Gujarat,10,28,20,58
Valsad,Gujarat,11,24,5,52
Valsad,Gujarat,12,20,2,56
Ambala,Haryana,1,12,25,72
Ambala,Haryana,2,14,20,65
Ambala,Haryana,3,19,15,55
Ambala,Haryana,4,25,10,45
Ambala,Haryana,5,30,15,40
Ambala,Haryana,6,32,50,55
Ambala,Haryana,7,30,110,72
Ambala,Haryana,8,29,100,75
Ambala,Haryana,9,27,60,68
Ambala,Haryana,10,23,15,58
Ambala,Haryana,11,17,5,60
Ambala,Haryana,12,12,18,68
Bhiwani,Haryana,1,12,25,72
Bhiwani,Haryana,2,14,20,65
Bhiwani,Haryana,3,19,15,55
Bhiwani,Haryana,4,25,10,45
Bhiwani,Haryana,5,30,15,40
Bhiwani,Haryana,6,32,50,55
Bhiwani,Haryana,7,30,110,72
Bhiwani,Haryana,8,29,100,75
Bhiwani,Haryana,9,27,60,68
Bhiwani,Haryana,10,23,15,58
Bhiwani,Haryana,11,17,5,60
Bhiwani,Haryana,12,12,18,68
Faridabad,Haryana,1,12,25,72
Faridabad,Haryana,2,14,20,65
Faridabad,Haryana,3,19,15,55
Faridabad,Haryana,4,25,10,45
Faridabad,Haryana,5,30,15,40
Faridabad,Haryana,6,32,50,55
Faridabad,Haryana,7,30,110,72
Faridabad,Haryana,8,29,100,75
Faridabad,Haryana,9,27,60,68
Faridabad,Haryana,10,23,15,58
Faridabad,Haryana,11,17,5,60
Faridabad,Haryana,12,12,18,68
Fatehabad,Haryana,1,12,25,72
Fatehabad,Haryana,2,14,20,65
Fatehabad,Haryana,3,19,15,55
Fatehabad,Haryana,4,25,10,45
Fatehabad,Haryana,5,30,15,40
Fatehabad,Haryana,6,32,50,55
Fatehabad,Haryana,7,30,110,72
Fatehabad,Haryana,8,29,100,75
Fatehabad,Haryana,9,27,60,68
Fatehabad,Haryana,10,23,15,58
Fatehabad,Haryana,11,17,5,60
Fatehabad,Haryana,12,12,18,68
Gurgaon,Haryana,1,12,25,72
Gurgaon,Haryana,2,14,20,65
Gurgaon,Haryana,3,19,15,55
Gurgaon,Haryana,4,25,10,45
Gurgaon,Haryana,5,30,15,40
Gurgaon,Haryana,6,32,50,55
Gurgaon,Haryana,7,30,110,72
Gurgaon,Haryana,8,29,100,75
Gurgaon,Haryana,9,27,60,68
Gurgaon,Haryana,10,23,15,58
Gurgaon,Haryana,11,17,5,60
Gurgaon,Haryana,12,12,18,68
Hisar,Haryana,1,12,25,72
Hisar,Haryana,2,14,20,65
Hisar,Haryana,3,19,15,55
Hisar,Haryana,4,25,10,45
Hisar,Haryana,5,30,15,40
Hisar,Haryana,6,32,50,55
Hisar,Haryana,7,30,110,72
Hisar,Haryana,8,29,100,75
Hisar,Haryana,9,27,60,68
Hisar,Haryana,10,23,15,58
Hisar,Haryana,11,17,5,60
Hisar,Haryana,12,12,18,68
Jhajjar,Haryana,1,12,25,72
Jhajjar,Haryana,2,14,20,65
Jhajjar,Haryana,3,19,15,55
Jhajjar,Haryana,4,25,10,45
Jhajjar,Haryana,5,30,15,40
Jhajjar,Haryana,6,32,50,55
Jhajjar,Haryana,7,30,110,72
Jhajjar,Haryana,8,29,100,75
Jhajjar,Haryana,9,27,60,68
Jhajjar,Haryana,10,23,15,58
Jhajjar,Haryana,11,17,5,60
Jhajjar,Haryana,12,12,18,68
Jind,Haryana,1,12,25,72
Jind,Haryana,2,14,20,65
Jind,Haryana,3,19,15,55
Jind,Haryana,4,25,10,45
Jind,Haryana,5,30,15,40
Jind,Haryana,6,32,50,55
Jind,Haryana,7,30,110,72
Jind,Haryana,8,29,100,75
Jind,Haryana,9,27,60,68
Jind,Haryana,10,23,15,58
Jind,Haryana,11,17,5,60
Jind,Haryana,12,12,18,68
Kaithal,Haryana,1,12,25,72
Kaithal,Haryana,2,14,20,65
Kaithal,Haryana,3,19,15,55
Kaithal,Haryana,4,25,10,45
Kaithal,Haryana,5,30,15,40
Kaithal,Haryana,6,32,50,55
Kaithal,Haryana,7,30,110,72
Kaithal,Haryana,8,29,100,75
Kaithal,Haryana,9,27,60,68
Kaithal,Haryana,10,23,15,58
Kaithal,Haryana,11,17,5,60
Kaithal,Haryana,12,12,18,68
Karnal,Haryana,1,12,25,72
Karnal,Haryana,2,14,20,65
Karnal,Haryana,3,19,15,55
Karnal,Haryana,4,25,10,45
Karnal,Haryana,5,30,15,40
Karnal,Haryana,6,32,50,55
Karnal,Haryana,7,30,110,72
Karnal,Haryana,8,29,100,75
Karnal,Haryana,9,27,60,68
Karnal,Haryana,10,23,15,58
Karnal,Haryana,11,17,5,60
Karnal,Haryana,12,12,18,68
Kurukshetra,Haryana,1,12,25,72
Kurukshetra,Haryana,2,14,20,65
Kurukshetra,Haryana,3,19,15,55
Kurukshetra,Haryana,4,25,10,45
Kurukshetra,Haryana,5,30,15,40
Kurukshetra,Haryana,6,32,50,55
Kurukshetra,Haryana,7,30,110,72
Kurukshetra,Haryana,8,29,100,75
Kurukshetra,Haryana,9,27,60,68
Kurukshetra,Haryana,10,23,15,58
Kurukshetra,Haryana,11,17,5,60
Kurukshetra,Haryana,12,12,18,68
Mahendragarh,Haryana,1,12,25,72
Mahendragarh,Haryana,2,14,20,65
Mahendragarh,Haryana,3,19,15,55
Mahendragarh,Haryana,4,25,10,45
Mahendragarh,Haryana,5,30,15,40
Mahendragarh,Haryana,6,32,50,55
Mahendragarh,Haryana,7,30,110,72
Mahendragarh,Haryana,8,29,100,75
Mahendragarh,Haryana,9,27,60,68
Mahendragarh,Haryana,10,23,15,58
Mahendragarh,Haryana,11,17,5,60
Mahendragarh,Haryana,12,12,18,68
Panchkula,Haryana,1,12,25,72
Panchkula,Haryana,2,14,20,65
Panchkula,Haryana,3,19,15,55
Panchkula,Haryana,4,25,10,45
Panchkula,Haryana,5,30,15,40
Panchkula,Haryana,6,32,50,55
Panchkula,Haryana,7,30,110,72
Panchkula,Haryana,8,29,100,75
Panchkula,Haryana,9,27,60,68
Panchkula,Haryana,10,23,15,58
Panchkula,Haryana,11,17,5,60
Panchkula,Haryana,12,12,18,68
Panipat,Haryana,1,12,25,72
Panipat,Haryana,2,14,20,65
Panipat,Haryana,3,19,15,55
Panipat,Haryana,4,25,10,45
Panipat,Haryana,5,30,15,40
Panipat,Haryana,6,32,50,55
Panipat,Haryana,7,30,110,72
Panipat,Haryana,8,29,100,75
Panipat,Haryana,9,27,60,68
Panipat,Haryana,10,23,15,58
Panipat,Haryana,11,17,5,60
Panipat,Haryana,12,12,18,68
Rewari,Haryana,1,12,25,72
Rewari,Haryana,2,14,20,65
Rewari,Haryana,3,19,15,55
Rewari,Haryana,4,25,10,45
Rewari,Haryana,5,30,15,40
Rewari,Haryana,6,32,50,55
Rewari,Haryana,7,30,110,72
Rewari,Haryana,8,29,100,75
Rewari,Haryana,9,27,60,68
Rewari,Haryana,10,23,15,58
Rewari,Haryana,11,17,5,60
Rewari,Haryana,12,12,18,68
Rohtak,Haryana,1,12,25,72
Rohtak,Haryana,2,14,20,65
Rohtak,Haryana,3,19,15,55
Rohtak,Haryana,4,25,10,45
Rohtak,Haryana,5,30,15,40
Rohtak,Haryana,6,32,50,55
Rohtak,Haryana,7,30,110,72
Rohtak,Haryana,8,29,100,75
Rohtak,Haryana,9,27,60,68
Rohtak,Haryana,10,23,15,58
Rohtak,Haryana,11,17,5,60
Rohtak,Haryana,12,12,18,68
Sirsa,Haryana,1,12,25,72
Sirsa,Haryana,2,14,20,65
Sirsa,Haryana,3,19,15,55
Sirsa,Haryana,4,25,10,45
Sirsa,Haryana,5,30,15,40
Sirsa,Haryana,6,32,50,55
Sirsa,Haryana,7,30,110,72
Sirsa,Haryana,8,29,100,75
Sirsa,Haryana,9,27,60,68
Sirsa,Haryana,10,23,15,58
Sirsa,Haryana,11,17,5,60
Sirsa,Haryana,12,12,18,68
Sonepat,Haryana,1,12,25,72
Sonepat,Haryana,2,14,20,65
Sonepat,Haryana,3,19,15,55
Sonepat,Haryana,4,25,10,45
Sonepat,Haryana,5,30,15,40
Sonepat,Haryana,6,32,50,55
Sonepat,Haryana,7,30,110,72
Sonepat,Haryana,8,29,100,75
Sonepat,Haryana,9,27,60,68
Sonepat,Haryana,10,23,15,58
Sonepat,Haryana,11,17,5,60
Sonepat,Haryana,12,12,18,68
Yamuna Nagar,Haryana,1,12,25,72
Yamuna Nagar,Haryana,2,14,20,65
Yamuna Nagar,Haryana,3,19,15,55
Yamuna Nagar,Haryana,4,25,10,45
Yamuna Nagar,Haryana,5,30,15,40
Yamuna Nagar,Haryana,6,32,50,55
Yamuna Nagar,Haryana,7,30,110,72
Yamuna Nagar,Haryana,8,29,100,75
Yamuna Nagar,Haryana,9,27,60,68
Yamuna Nagar,Haryana,10,23,15,58
Yamuna Nagar,Haryana,11,17,5,60
Yamuna Nagar,Haryana,12,12,18,68
Bilaspur,Himachal Pradesh,1,7,50,75
Bilaspur,Himachal Pradesh,2,9,55,72
Bilaspur,Himachal Pradesh,3,13,55,68
Bilaspur,Himachal Pradesh,4,18,35,62
Bilaspur,Himachal Pradesh,5,22,35,58
Bilaspur,Himachal Pradesh,6,24,80,68
Bilaspur,Himachal Pradesh,7,22,160,80
Bilaspur,Himachal Pradesh,8,21,160,82
Bilaspur,Himachal Pradesh,9,20,100,78
Bilaspur,Himachal Pradesh,10,16,30,68
Bilaspur,Himachal Pradesh,11,11,20,68
Bilaspur,Himachal Pradesh,12,7,40,74
Chamba,Himachal Pradesh,1,7,50,75
Chamba,Himachal Pradesh,2,9,55,72
Chamba,Himachal Pradesh,3,13,55,68
Chamba,Himachal Pradesh,4,18,35,62
Chamba,Himachal Pradesh,5,22,35,58
Chamba,Himachal Pradesh,6,24,80,68
Chamba,Himachal Pradesh,7,22,160,80
Chamba,Himachal Pradesh,8,21,160,82
Chamba,Himachal Pradesh,9,20,100,78
Chamba,Himachal Pradesh,10,16,30,68
Chamba,Himachal Pradesh,11,11,20,68
Chamba,Himachal Pradesh,12,7,40,74
Hamirpur,Himachal Pradesh,1,7,50,75
Hamirpur,Himachal Pradesh,2,9,55,72
Hamirpur,Himachal Pradesh,3,13,55,68
Hamirpur,Himachal Pradesh,4,18,35,62
Hamirpur,Himachal Pradesh,5,22,35,58
Hamirpur,Himachal Pradesh,6,24,80,68
Hamirpur,Himachal Pradesh,7,22,160,80
Hamirpur,Himachal Pradesh,8,21,160,82
Hamirpur,Himachal Pradesh,9,20,100,78
Hamirpur,Himachal Pradesh,10,16,30,68
Hamirpur,Himachal Pradesh,11,11,20,68
Hamirpur,Himachal Pradesh,12,7,40,74
Kangra,Himachal Pradesh,1,7,50,75
Kangra,Himachal Pradesh,2,9,55,72
Kangra,Himachal Pradesh,3,13,55,68
Kangra,Himachal Pradesh,4,18,35,62
Kangra,Himachal Pradesh,5,22,35,58
Kangra,Himachal Pradesh,6,24,80,68
Kangra,Himachal Pradesh,7,22,160,80
Kangra,Himachal Pradesh,8,21,160,82
Kangra,Himachal Pradesh,9,20,100,78
Kangra,Himachal Pradesh,10,16,30,68
Kangra,Himachal Pradesh,11,11,20,68
Kangra,Himachal Pradesh,12,7,40,74
Kinnaur,Himachal Pradesh,1,7,50,75
Kinnaur,Himachal Pradesh,2,9,55,72
Kinnaur,Himachal Pradesh,3,13,55,68
Kinnaur,Himachal Pradesh,4,18,35,62
Kinnaur,Himachal Pradesh,5,22,35,58
Kinnaur,Himachal Pradesh,6,24,80,68
Kinnaur,Himachal Pradesh,7,22,160,80
Kinnaur,Himachal Pradesh,8,21,160,82
Kinnaur,Himachal Pradesh,9,20,100,78
Kinnaur,Himachal Pradesh,10,16,30,68
Kinnaur,Himachal Pradesh,11,11,20,68
Kinnaur,Himachal Pradesh,12,7,40,74
Kullu,Himachal Pradesh,1,7,50,75
Kullu,Himachal Pradesh,2,9,55,72
Kullu,Himachal Pradesh,3,13,55,68
Kullu,Himachal Pradesh,4,18,35,62
Kullu,Himachal Pradesh,5,22,35,58
Kullu,Himachal Pradesh,6,24,80,68
Kullu,Himachal Pradesh,7,22,160,80
Kullu,Himachal Pradesh,8,21,160,82
Kullu,Himachal Pradesh,9,20,100,78
Kullu,Himachal Pradesh,10,16,30,68
Kullu,Himachal Pradesh,11,11,20,68
Kullu,Himachal Pradesh,12,7,40,74
Lahul and Spiti,Himachal Pradesh,1,7,50,75
Lahul and Spiti,Himachal Pradesh,2,9,55,72
Lahul and Spiti,Himachal Pradesh,3,13,55,68
Lahul and Spiti,Himachal Pradesh,4,18,35,62
Lahul and Spiti,Himachal Pradesh,5,22,35,58
Lahul and Spiti,Himachal Pradesh,6,24,80,68
Lahul and Spiti,Himachal Pradesh,7,22,160,80
Lahul and Spiti,Himachal Pradesh,8,21,160,82
Lahul and Spiti,Himachal Pradesh,9,20,100,78
Lahul and Spiti,Himachal Pradesh,10,16,30,68
Lahul and Spiti,Himachal Pradesh,11,11,20,68
Lahul and Spiti,Himachal Pradesh,12,7,40,74
Mandi,Himachal Pradesh,1,7,50,75
Mandi,Himachal Pradesh,2,9,55,72
Mandi,Himachal Pradesh,3,13,55,68
Mandi,Himachal Pradesh,4,18,35,62
Mandi,Himachal Pradesh,5,22,35,58
Mandi,Himachal Pradesh,6,24,80,68
Mandi,Himachal Pradesh,7,22,160,80
Mandi,Himachal Pradesh,8,21,160,82
Mandi,Himachal Pradesh,9,20,100,78
Mandi,Himachal Pradesh,10,16,30,68
Mandi,Himachal Pradesh,11,11,20,68
Mandi,Himachal Pradesh,12,7,40,74
Shimla,Himachal Pradesh,1,7,50,75
Shimla,Himachal Pradesh,2,9,55,72
Shimla,Himachal Pradesh,3,13,55,68
Shimla,Himachal Pradesh,4,18,35,62
Shimla,Himachal Pradesh,5,22,35,58
Shimla,Himachal Pradesh,6,24,80,68
Shimla,Himachal Pradesh,7,22,160,80
Shimla,Himachal Pradesh,8,21,160,82
Shimla,Himachal Pradesh,9,20,100,78
Shimla,Himachal Pradesh,10,16,30,68
Shimla,Himachal Pradesh,11,11,20,68
Shimla,Himachal Pradesh,12,7,40,74
Sirmaur,Himachal Pradesh,1,7,50,75
Sirmaur,Himachal Pradesh,2,9,55,72
Sirmaur,Himachal Pradesh,3,13,55,68
Sirmaur,Himachal Pradesh,4,18,35,62
Sirmaur,Himachal Pradesh,5,22,35,58
Sirmaur,Himachal Pradesh,6,24,80,68
Sirmaur,Himachal Pradesh,7,22,160,80
Sirmaur,Himachal Pradesh,8,21,160,82
Sirmaur,Himachal Pradesh,9,20,100,78
Sirmaur,Himachal Pradesh,10,16,30,68
Sirmaur,Himachal Pradesh,11,11,20,68
Sirmaur,Himachal Pradesh,12,7,40,74
Solan,Himachal Pradesh,1,7,50,75
Solan,Himachal Pradesh,2,9,55,72
Solan,Himachal Pradesh,3,13,55,68
Solan,Himachal Pradesh,4,18,35,62
Solan,Himachal Pradesh,5,22,35,58
Solan,Himachal Pradesh,6,24,80,68
Solan,Himachal Pradesh,7,22,160,80
Solan,Himachal Pradesh,8,21,160,82
Solan,Himachal Pradesh,9,20,100,78
Solan,Himachal Pradesh,10,16,30,68
Solan,Himachal Pradesh,11,11,20,68
Solan,Himachal Pradesh,12,7,40,74
Una,Himachal Pradesh,1,7,50,75
Una,Himachal Pradesh,2,9,55,72
Una,Himachal Pradesh,3,13,55,68
Una,Himachal Pradesh,4,18,35,62
Una,Himachal Pradesh,5,22,35,58
Una,Himachal Pradesh,6,24,80,68
Una,Himachal Pradesh,7,22,160,80
Una,Himachal Pradesh,8,21,160,82
Una,Himachal Pradesh,9,20,100,78
Una,Himachal Pradesh,10,16,30,68
Una,Himachal Pradesh,11,11,20,68
Una,Himachal Pradesh,12,7,40,74
Anantnag (Kashmir South),Jammu and Kashmir,1,4,55,72
Anantnag (Kashmir South),Jammu and Kashmir,2,6,60,70
Anantnag (Kashmir South),Jammu and Kashmir,3,11,70,65
Anantnag (Kashmir South),Jammu and Kashmir,4,16,40,58
Anantnag (Kashmir South),Jammu and Kashmir,5,21,35,52
Anantnag (Kashmir South),Jammu and Kashmir,6,24,35,55
Anantnag (Kashmir South),Jammu and Kashmir,7,26,55,68
Anantnag (Kashmir South),Jammu and Kashmir,8,25,55,70
Anantnag (Kashmir South),Jammu and Kashmir,9,21,35,65
Anantnag (Kashmir South),Jammu and Kashmir,10,15,20,58
Anantnag (Kashmir South),Jammu and Kashmir,11,8,25,62
Anantnag (Kashmir South),Jammu and Kashmir,12,4,45,70
Bagdam,Jammu and Kashmir,1,4,55,72
Bagdam,Jammu and Kashmir,2,6,60,70
Bagdam,Jammu and Kashmir,3,11,70,65
Bagdam,Jammu and Kashmir,4,16,40,58
Bagdam,Jammu and Kashmir,5,21,35,52
Bagdam,Jammu and Kashmir,6,24,35,55
Bagdam,Jammu and Kashmir,7,26,55,68
Bagdam,Jammu and Kashmir,8,25,55,70
Bagdam,Jammu and Kashmir,9,21,35,65
Bagdam,Jammu and Kashmir,10,15,20,58
Bagdam,Jammu and Kashmir,11,8,25,62
Bagdam,Jammu and Kashmir,12,4,45,70
Baramula (Kashmir North),Jammu and Kashmir,1,4,55,72
Baramula (Kashmir North),Jammu and Kashmir,2,6,60,70
Baramula (Kashmir North),Jammu and Kashmir,3,11,70,65
Baramula (Kashmir North),Jammu and Kashmir,4,16,40,58
Baramula (Kashmir North),Jammu and Kashmir,5,21,35,52
Baramula (Kashmir North),Jammu and Kashmir,6,24,35,55
Baramula (Kashmir North),Jammu and Kashmir,7,26,55,68
Baramula (Kashmir North),Jammu and Kashmir,8,25,55,70
Baramula (Kashmir North),Jammu and Kashmir,9,21,35,65
Baramula (Kashmir North),Jammu and Kashmir,10,15,20,58
Baramula (Kashmir North),Jammu and Kashmir,11,8,25,62
Baramula (Kashmir North),Jammu and Kashmir,12,4,45,70
Doda,Jammu and Kashmir,1,4,55,72
Doda,Jammu and Kashmir,2,6,60,70
Doda,Jammu and Kashmir,3,11,70,65
Doda,Jammu and Kashmir,4,16,40,58
Doda,Jammu and Kashmir,5,21,35,52
Doda,Jammu and Kashmir,6,24,35,55
Doda,Jammu and Kashmir,7,26,55,68
Doda,Jammu and Kashmir,8,25,55,70
Doda,Jammu and Kashmir,9,21,35,65
Doda,Jammu and Kashmir,10,15,20,58
Doda,Jammu and Kashmir,11,8,25,62
Doda,Jammu and Kashmir,12,4,45,70
Jammu,Jammu and Kashmir,1,4,55,72
Jammu,Jammu and Kashmir,2,6,60,70
Jammu,Jammu and Kashmir,3,11,70,65
Jammu,Jammu and Kashmir,4,16,40,58
Jammu,Jammu and Kashmir,5,21,35,52
Jammu,Jammu and Kashmir,6,24,35,55
Jammu,Jammu and Kashmir,7,26,55,68
Jammu,Jammu and Kashmir,8,25,55,70
Jammu,Jammu and Kashmir,9,21,35,65
Jammu,Jammu and Kashmir,10,15,20,58
Jammu,Jammu and Kashmir,11,8,25,62
Jammu,Jammu and Kashmir,12,4,45,70
Kargil,Jammu and Kashmir,1,4,55,72
Kargil,Jammu and Kashmir,2,6,60,70
Kargil,Jammu and Kashmir,3,11,70,65
Kargil,Jammu and Kashmir,4,16,40,58
Kargil,Jammu and Kashmir,5,21,35,52
Kargil,Jammu and Kashmir,6,24,35,55
Kargil,Jammu and Kashmir,7,26,55,68
Kargil,Jammu and Kashmir,8,25,55,70
Kargil,Jammu and Kashmir,9,21,35,65
Kargil,Jammu and Kashmir,10,15,20,58
Kargil,Jammu and Kashmir,11,8,25,62
Kargil,Jammu and Kashmir,12,4,45,70
Kathua,Jammu and Kashmir,1,4,55,72
Kathua,Jammu and Kashmir,2,6,60,70
Kathua,Jammu and Kashmir,3,11,70,65
Kathua,Jammu and Kashmir,4,16,40,58
Kathua,Jammu and Kashmir,5,21,35,52
Kathua,Jammu and Kashmir,6,24,35,55
Kathua,Jammu and Kashmir,7,26,55,68
Kathua,Jammu and Kashmir,8,25,55,70
Kathua,Jammu and Kashmir,9,21,35,65
Kathua,Jammu and Kashmir,10,15,20,58
Kathua,Jammu and Kashmir,11,8,25,62
Kathua,Jammu and Kashmir,12,4,45,70
Kupwara (Muzaffarabad),Jammu and Kashmir,1,4,55,72
